employee_id,department,job_level,tenure_months,training_hours,manager_support,work_life_balance,engagement_score,performance_rating
EMP_1712,Legal,Individual Contributor,34,31,3.1,2.9,5.2,4.0
EMP_1713,Marketing,Individual Contributor,49,21,4.5,3.4,8.0,4.8
EMP_1714,Legal,Individual Contributor,30,32,3.3,2.8,7.4,4.7
EMP_1715,HR,Individual Contributor,17,32,3.3,2.9,6.1,3.7
EMP_1716,Sales,Individual Contributor,23,10,3.1,3.7,6.1,4.5
EMP_1717,Engineering,Individual Contributor,41,40,2.1,4.1,7.4,4.6
EMP_1718,Operations,Senior,15,76,3.0,3.5,7.5,4.2
EMP_1719,Sales,Senior,41,37,4.8,3.0,9.4,4.3
EMP_1720,Engineering,Individual Contributor,34,45,3.4,2.9,7.0,4.0
EMP_1721,IT,Individual Contributor,25,39,4.7,2.1,5.8,4.1
EMP_1722,Operations,Lead,31,35,3.5,4.2,7.7,4.7
EMP_1723,Sales,Lead,14,57,2.7,3.7,4.9,4.2
EMP_1724,Legal,Senior,33,55,2.6,2.8,3.6,4.4
EMP_1725,Finance,Individual Contributor,45,38,3.4,4.0,6.8,4.4
EMP_1726,Finance,Individual Contributor,32,45,2.5,3.6,5.2,3.4
EMP_1727,Engineering,Individual Contributor,37,41,2.5,3.6,7.3,4.7
EMP_1728,Legal,Senior,58,56,1.3,2.5,4.2,4.0
EMP_1729,Finance,Individual Contributor,33,43,3.2,3.9,6.5,4.3
EMP_1730,Customer Support,Lead,61,41,2.7,3.4,5.9,4.6
EMP_1731,Engineering,Individual Contributor,37,51,3.0,3.9,8.2,4.2
EMP_1732,Engineering,Individual Contributor,15,72,4.3,4.0,9.4,4.8
EMP_1733,Finance,Lead,42,53,2.2,3.2,4.7,4.5
EMP_1734,Engineering,Senior,31,52,2.7,2.7,4.2,3.8
EMP_1735,Marketing,Individual Contributor,48,25,3.0,3.5,6.2,3.6
EMP_1736,Operations,Individual Contributor,35,41,2.9,3.0,7.2,4.3
EMP_1737,Operations,Senior,35,23,3.3,3.5,5.2,3.9
EMP_1738,Finance,Individual Contributor,33,34,4.1,3.7,6.8,4.7
EMP_1739,Sales,Individual Contributor,9,56,2.7,2.1,4.9,3.5
EMP_1740,Marketing,Lead,48,45,3.0,3.4,5.7,4.4
EMP_1741,Engineering,Individual Contributor,34,53,4.3,4.4,7.8,4.8
EMP_1742,Marketing,Senior,25,51,3.4,4.7,8.0,5.0
EMP_1743,Sales,Individual Contributor,34,50,4.1,3.3,6.3,4.1
EMP_1744,Sales,Individual Contributor,3,45,3.5,3.4,9.0,4.8
EMP_1745,Engineering,Senior,19,53,3.3,2.8,7.2,4.6
EMP_1746,Sales,Senior,27,55,4.1,2.3,6.9,4.4
EMP_1747,Sales,Individual Contributor,16,20,3.4,3.1,5.3,3.8
EMP_1748,Engineering,Individual Contributor,36,36,2.2,4.1,3.1,4.2
EMP_1749,Sales,Individual Contributor,26,29,2.9,1.7,3.5,2.8
EMP_1750,Sales,Individual Contributor,25,23,3.5,3.5,5.9,3.1
EMP_1751,Operations,Individual Contributor,6,18,4.0,3.1,7.8,3.8
EMP_1752,Research,Individual Contributor,28,52,3.9,3.1,5.8,4.6
EMP_1753,Customer Support,Individual Contributor,15,33,3.8,3.4,6.7,3.9
EMP_1754,Marketing,Individual Contributor,32,44,3.5,3.7,8.0,4.4
EMP_1755,Engineering,Individual Contributor,25,53,3.6,2.1,7.5,3.6
EMP_1756,Customer Support,Individual Contributor,28,38,4.6,2.3,6.8,3.9
EMP_1757,Engineering,Individual Contributor,23,33,3.6,3.4,5.5,4.2
EMP_1758,Marketing,Senior,35,54,4.4,2.9,9.0,4.9
EMP_1759,Customer Support,Individual Contributor,14,23,3.3,3.2,5.8,3.6
EMP_1760,Engineering,Individual Contributor,36,45,2.5,4.1,5.7,4.8
EMP_1761,Marketing,Senior,14,70,2.4,2.6,2.5,4.0
EMP_1762,Sales,Individual Contributor,34,33,4.5,3.5,8.0,4.8
EMP_1763,HR,Lead,33,49,4.4,4.6,9.9,5.0
EMP_1764,HR,Manager,33,67,3.3,4.9,7.3,4.8
EMP_1765,Operations,Senior,30,34,2.3,4.2,6.6,3.7
EMP_1766,Sales,Individual Contributor,31,38,3.3,2.9,7.1,4.3
EMP_1767,Engineering,Individual Contributor,29,48,2.4,3.3,4.5,3.5
EMP_1768,IT,Senior,32,70,3.3,2.5,5.9,4.9
EMP_1769,Finance,Individual Contributor,38,53,3.5,3.2,5.0,4.0
EMP_1770,Legal,Individual Contributor,31,35,4.5,3.8,6.6,4.3
EMP_1771,IT,Individual Contributor,20,46,3.7,4.3,9.3,4.8
EMP_1772,Customer Support,Individual Contributor,32,30,2.8,3.4,5.3,3.8
EMP_1773,Engineering,Individual Contributor,19,45,3.2,4.5,7.2,4.6
EMP_1774,Marketing,Individual Contributor,33,30,3.6,4.2,7.1,4.8
EMP_1775,Customer Support,Individual Contributor,12,17,4.4,4.1,9.9,4.5
EMP_1776,HR,Individual Contributor,50,53,4.2,3.6,7.0,5.0
EMP_1777,Sales,Senior,23,49,3.4,3.5,6.3,3.7
EMP_1778,Operations,Individual Contributor,40,30,3.6,2.6,2.7,3.0
EMP_1779,IT,Individual Contributor,30,32,4.4,2.8,6.0,4.0
EMP_1780,Research,Lead,11,75,4.3,3.7,7.0,4.7
EMP_1781,Finance,Individual Contributor,29,60,2.9,3.1,5.3,3.9
EMP_1782,Sales,Senior,24,25,4.1,2.9,7.5,3.8
EMP_1783,Customer Support,Individual Contributor,40,19,4.4,4.0,9.5,4.4
EMP_1784,Research,Lead,45,58,2.8,3.4,4.9,5.0
EMP_1785,Sales,Individual Contributor,8,47,3.7,3.5,7.2,3.7
EMP_1786,Sales,Lead,31,40,4.6,3.9,9.8,4.4
EMP_1787,Operations,Individual Contributor,19,26,1.7,2.9,4.4,2.8
EMP_1788,Engineering,Senior,31,66,3.9,2.9,6.6,4.6
EMP_1789,IT,Individual Contributor,13,56,3.2,3.8,7.2,4.6
EMP_1790,Finance,Lead,33,42,4.0,3.0,5.8,4.3
EMP_1791,Operations,Individual Contributor,15,46,2.9,3.4,5.6,3.8
EMP_1792,Engineering,Individual Contributor,42,58,3.4,1.6,5.1,4.2
EMP_1793,Engineering,Senior,32,57,2.7,3.4,4.9,4.6
EMP_1794,Operations,Individual Contributor,21,43,2.2,3.2,5.3,3.2
EMP_1795,Operations,Individual Contributor,36,36,3.6,3.1,6.2,4.0
EMP_1796,Engineering,Individual Contributor,27,51,3.3,2.5,5.0,3.0
EMP_1797,Engineering,Senior,24,60,4.1,2.5,8.9,4.8
EMP_1798,Sales,Individual Contributor,38,41,3.9,2.4,5.2,3.0
EMP_1799,Sales,Senior,32,38,4.1,3.1,8.0,4.2
EMP_1800,HR,Individual Contributor,20,42,3.3,3.5,7.1,3.9
EMP_1801,Operations,Individual Contributor,21,48,2.3,4.4,8.4,3.6
EMP_1802,Sales,Individual Contributor,16,36,4.0,3.6,7.6,4.5
EMP_1803,Customer Support,Individual Contributor,8,51,3.9,3.2,7.8,4.3
EMP_1804,Engineering,Individual Contributor,18,47,3.5,2.3,8.1,3.9
EMP_1805,Operations,Individual Contributor,32,32,1.9,4.4,6.6,3.7
EMP_1806,Engineering,Individual Contributor,19,35,3.2,2.9,6.2,4.7
EMP_1807,Finance,Lead,40,66,3.8,2.7,7.5,4.8
EMP_1808,Engineering,Senior,44,46,2.6,4.1,6.7,4.9
EMP_1809,Sales,Individual Contributor,40,15,3.5,3.2,6.6,4.2
EMP_1810,Operations,Senior,22,46,3.9,2.6,7.3,4.5
EMP_1811,Research,Individual Contributor,49,46,2.5,3.8,4.4,4.9
EMP_1812,Engineering,Senior,10,69,3.5,2.9,4.7,4.4
EMP_1813,Sales,Individual Contributor,25,28,4.5,3.0,7.1,4.2
EMP_1814,Engineering,Individual Contributor,13,67,3.2,2.1,5.2,4.1
EMP_1815,Operations,Individual Contributor,26,38,2.2,3.0,5.6,2.9
EMP_1816,Legal,Individual Contributor,47,19,4.2,2.8,7.1,4.1
EMP_1817,Research,Lead,20,57,2.6,3.1,5.6,4.7
EMP_1818,IT,Individual Contributor,33,52,3.7,2.9,6.2,4.3
EMP_1819,Finance,Senior,45,39,1.5,3.3,3.0,4.2
EMP_1820,Marketing,Lead,45,32,2.5,3.4,5.6,4.1
EMP_1821,Customer Support,Senior,30,40,3.1,2.0,5.2,3.4
EMP_1822,Sales,Individual Contributor,33,32,3.6,4.2,8.5,4.3
EMP_1823,HR,Individual Contributor,22,55,3.3,2.9,7.3,4.1
EMP_1824,Customer Support,Senior,4,23,3.7,3.7,6.2,3.7
EMP_1825,Sales,Senior,20,53,2.2,4.1,4.5,5.0
EMP_1826,Sales,Individual Contributor,12,48,2.9,2.4,6.3,4.2
EMP_1827,IT,Individual Contributor,21,59,3.6,3.8,6.3,4.5
EMP_1828,IT,Senior,26,51,4.4,2.4,5.5,4.6
EMP_1829,IT,Individual Contributor,29,37,3.3,4.5,6.2,4.5
EMP_1830,Sales,Individual Contributor,30,33,4.6,3.8,7.9,4.5
EMP_1831,Sales,Individual Contributor,28,37,4.3,3.1,6.5,3.9
EMP_1832,IT,Individual Contributor,5,37,4.3,3.7,8.3,4.7
EMP_1833,Marketing,Senior,40,45,4.3,3.1,8.8,4.9
EMP_1834,Engineering,Individual Contributor,20,51,3.5,2.3,6.3,4.0
EMP_1835,Engineering,Individual Contributor,9,72,3.7,3.9,8.1,4.5
EMP_1836,Marketing,Lead,33,55,4.7,2.6,8.5,5.0
EMP_1837,Research,Individual Contributor,35,69,3.3,4.6,8.2,4.3
EMP_1838,Customer Support,Individual Contributor,36,29,3.4,3.5,4.7,3.5
EMP_1839,Engineering,Manager,54,33,3.0,1.5,4.5,4.4
EMP_1840,Sales,Manager,47,68,3.7,2.6,7.7,4.9
EMP_1841,Engineering,Senior,33,58,4.5,3.5,7.7,4.9
EMP_1842,Engineering,Individual Contributor,8,51,3.3,2.4,3.5,3.2
EMP_1843,Engineering,Individual Contributor,32,55,4.9,2.8,8.3,5.0
EMP_1844,Engineering,Individual Contributor,16,56,4.0,2.2,7.9,4.8
EMP_1845,Finance,Senior,11,41,2.2,2.7,4.3,3.8
EMP_1846,Engineering,Individual Contributor,20,65,3.2,1.9,4.7,4.0
EMP_1847,Operations,Lead,31,36,2.6,4.0,9.0,4.4
EMP_1848,Customer Support,Director,31,53,3.9,2.9,7.7,4.7
EMP_1849,Marketing,Individual Contributor,23,47,4.6,4.0,6.1,4.2
EMP_1850,HR,Director,46,55,3.9,4.1,8.2,5.0
EMP_1851,Marketing,Lead,25,63,4.0,2.9,7.4,4.4
EMP_1852,Operations,Individual Contributor,35,33,3.0,3.7,6.5,3.6
EMP_1853,Sales,Individual Contributor,4,42,3.6,4.2,9.1,4.4
EMP_1854,Marketing,Individual Contributor,33,36,4.0,2.8,6.1,4.3
EMP_1855,Operations,Individual Contributor,4,49,4.2,3.2,7.2,4.5
EMP_1856,Customer Support,Senior,32,31,3.1,3.7,6.0,3.6
EMP_1857,Finance,Individual Contributor,24,55,3.8,4.2,8.2,5.0
EMP_1858,Finance,Individual Contributor,20,53,1.9,3.0,4.1,3.5
EMP_1859,Finance,Senior,46,60,1.9,2.9,3.7,3.9
EMP_1860,Operations,Individual Contributor,37,26,4.6,2.8,7.7,4.4
EMP_1861,Legal,Individual Contributor,27,29,4.2,3.5,6.8,4.5
EMP_1862,Engineering,Senior,13,47,3.4,2.4,7.2,4.7
EMP_1863,Customer Support,Senior,42,44,4.6,3.5,7.7,5.0
EMP_1864,Engineering,Individual Contributor,32,22,3.9,4.3,8.9,4.6
EMP_1865,Engineering,Individual Contributor,33,72,2.4,3.4,4.9,4.2
EMP_1866,IT,Lead,35,47,2.8,3.6,4.4,4.2
EMP_1867,Marketing,Individual Contributor,36,32,3.4,4.4,6.2,4.1
EMP_1868,Engineering,Individual Contributor,31,53,4.4,4.0,9.1,4.5
EMP_1869,HR,Lead,16,54,2.6,3.9,6.2,4.0
EMP_1870,Operations,Individual Contributor,37,23,3.3,3.7,6.2,3.8
EMP_1871,Operations,Lead,16,45,4.0,4.3,7.4,4.6
EMP_1872,Operations,Individual Contributor,32,50,3.0,3.3,6.7,4.1
EMP_1873,Finance,Manager,30,58,2.8,2.7,5.1,4.8
EMP_1874,Sales,Individual Contributor,21,32,2.9,4.2,5.2,3.7
EMP_1875,Customer Support,Individual Contributor,11,48,3.4,3.1,5.2,4.0
EMP_1876,Engineering,Individual Contributor,29,51,4.4,4.0,7.8,5.0
EMP_1877,Engineering,Individual Contributor,6,51,4.4,2.7,6.7,4.1
EMP_1878,IT,Individual Contributor,27,46,3.9,4.2,8.0,4.4
EMP_1879,Sales,Individual Contributor,40,27,2.7,2.5,4.9,3.1
EMP_1880,Research,Individual Contributor,17,50,3.0,3.9,7.8,4.8
EMP_1881,Sales,Individual Contributor,15,31,4.7,1.7,7.9,3.9
EMP_1882,Marketing,Manager,59,47,3.4,3.8,6.9,4.5
EMP_1883,Legal,Senior,39,50,2.1,1.4,3.1,3.5
EMP_1884,Operations,Senior,34,30,3.3,2.8,5.8,3.5
EMP_1885,Finance,Lead,14,37,4.7,2.3,7.6,4.3
EMP_1886,Operations,Manager,26,47,3.4,4.5,9.0,4.9
EMP_1887,Engineering,Individual Contributor,31,43,3.2,4.5,7.7,4.5
EMP_1888,IT,Individual Contributor,16,32,4.6,3.1,7.3,4.0
EMP_1889,Engineering,Senior,42,29,4.2,2.6,8.5,4.8
EMP_1890,Sales,Individual Contributor,11,46,3.1,2.7,6.7,3.8
EMP_1891,Finance,Senior,29,36,3.2,3.8,6.0,4.9
EMP_1892,Finance,Senior,52,35,2.7,3.8,5.5,3.3
EMP_1893,Sales,Individual Contributor,15,42,4.1,2.6,5.0,4.4
EMP_1894,Marketing,Lead,41,52,4.0,3.0,7.5,4.7
EMP_1895,Research,Individual Contributor,21,63,3.3,4.8,7.3,5.0
EMP_1896,Sales,Individual Contributor,40,26,4.1,3.3,8.7,4.4
EMP_1897,Sales,Senior,33,41,2.9,2.8,5.0,4.3
EMP_1898,Sales,Senior,28,48,3.0,3.4,3.8,4.3
EMP_1899,Operations,Individual Contributor,53,29,1.7,2.7,4.2,3.3
EMP_1900,Customer Support,Individual Contributor,30,22,4.0,3.7,6.3,3.9
EMP_1901,IT,Lead,19,62,4.3,3.0,8.2,4.9
EMP_1902,Engineering,Lead,25,58,3.5,2.9,5.1,4.5
EMP_1903,HR,Senior,17,39,3.3,3.4,7.9,4.5
EMP_1904,Sales,Individual Contributor,30,35,3.9,2.9,8.4,4.4
EMP_1905,Operations,Lead,45,39,2.5,3.7,2.6,3.8
EMP_1906,Sales,Senior,15,51,4.8,3.0,8.7,4.7
EMP_1907,IT,Individual Contributor,24,65,4.4,3.6,7.0,4.7
EMP_1908,Finance,Individual Contributor,21,43,3.4,3.7,8.0,4.4
EMP_1909,Operations,Senior,5,62,2.7,3.3,3.3,3.6
EMP_1910,Sales,Senior,51,27,3.3,3.0,7.4,4.8
EMP_1911,Operations,Senior,20,28,3.7,3.1,7.0,3.5
EMP_1912,Legal,Individual Contributor,21,45,2.8,3.7,3.9,3.7
EMP_1913,HR,Individual Contributor,67,39,3.9,3.1,6.8,4.7
EMP_1914,Marketing,Senior,22,62,3.7,2.9,6.4,4.6
EMP_1915,HR,Individual Contributor,20,44,3.2,3.6,7.1,4.4
EMP_1916,Sales,Individual Contributor,40,28,3.3,3.9,6.7,4.1
EMP_1917,Customer Support,Individual Contributor,5,36,3.0,5.0,6.4,4.2
EMP_1918,Operations,Individual Contributor,31,27,3.6,4.1,8.5,3.9
EMP_1919,IT,Senior,22,55,2.1,3.3,5.9,4.2
EMP_1920,Sales,Individual Contributor,30,38,3.2,2.6,6.1,4.3
EMP_1921,Operations,Lead,39,18,2.9,2.4,5.1,4.2
EMP_1922,Engineering,Lead,21,71,3.6,3.4,9.2,4.5
EMP_1923,Engineering,Individual Contributor,43,31,3.3,4.1,8.8,4.6
EMP_1924,Research,Individual Contributor,32,58,4.2,2.7,8.2,4.7
EMP_1925,IT,Individual Contributor,22,50,3.5,4.5,7.4,4.9
EMP_1926,IT,Senior,16,66,4.1,3.4,7.4,4.8
EMP_1927,Operations,Individual Contributor,39,43,2.6,4.1,5.6,3.5
EMP_1928,Finance,Senior,46,45,4.1,2.6,3.3,4.2
EMP_1929,Engineering,Lead,20,68,3.0,3.0,4.4,4.2
EMP_1930,Finance,Individual Contributor,39,27,3.8,4.0,7.8,4.8
EMP_1931,Engineering,Individual Contributor,13,41,4.4,3.8,8.6,4.7
EMP_1932,Marketing,Individual Contributor,22,22,4.1,3.7,7.3,4.7
EMP_1933,Finance,Individual Contributor,25,33,4.3,3.6,7.6,4.1
EMP_1934,Operations,Individual Contributor,17,41,3.2,4.1,8.6,4.6
EMP_1935,Customer Support,Individual Contributor,17,44,3.2,2.7,2.9,3.1
EMP_1936,Customer Support,Individual Contributor,36,21,2.8,4.6,3.8,3.6
EMP_1937,Research,Lead,32,42,4.5,3.0,7.9,4.7
EMP_1938,Engineering,Individual Contributor,10,35,2.5,2.4,5.8,3.7
EMP_1939,Engineering,Senior,26,50,4.5,4.3,9.1,5.0
EMP_1940,Sales,Individual Contributor,17,36,3.7,3.6,6.8,4.0
EMP_1941,Sales,Lead,56,57,3.3,3.5,5.5,4.1
EMP_1942,Engineering,Senior,26,49,1.8,4.0,4.9,4.2
EMP_1943,Engineering,Senior,14,46,4.4,3.6,9.6,5.0
EMP_1944,Engineering,Senior,27,46,4.3,5.0,9.1,4.9
EMP_1945,Finance,Individual Contributor,39,35,3.6,3.7,7.4,3.6
EMP_1946,Sales,Individual Contributor,17,27,2.9,4.3,4.3,3.2
EMP_1947,IT,Individual Contributor,18,56,3.5,2.6,4.6,3.8
EMP_1948,Sales,Individual Contributor,22,32,4.6,3.3,5.8,4.3
EMP_1949,IT,Individual Contributor,19,57,3.0,3.2,6.6,4.8
EMP_1950,Research,Manager,37,60,3.4,4.4,9.0,4.6
EMP_1951,Engineering,Individual Contributor,15,49,2.5,3.1,4.2,3.8
EMP_1952,Engineering,Senior,50,78,3.2,3.3,7.7,4.4
EMP_1953,Finance,Senior,38,45,2.8,2.8,3.4,4.2
EMP_1954,Sales,Lead,22,45,2.6,4.1,5.9,4.4
EMP_1955,Engineering,Lead,38,53,2.8,3.6,4.9,4.0
EMP_1956,Customer Support,Senior,29,28,3.1,3.3,5.3,4.0
EMP_1957,Marketing,Individual Contributor,29,42,3.9,3.0,6.0,4.1
EMP_1958,Engineering,Individual Contributor,22,74,4.1,2.4,3.8,3.4
EMP_1959,Finance,Senior,24,33,3.5,3.7,7.4,4.3
EMP_1960,Finance,Individual Contributor,27,40,4.1,3.7,8.9,4.6
EMP_1961,Sales,Individual Contributor,28,20,3.6,2.9,5.9,3.9
EMP_1962,Sales,Senior,17,28,1.7,2.0,1.1,2.4
EMP_1963,Customer Support,Individual Contributor,13,25,4.9,3.0,6.0,3.9
EMP_1964,Finance,Senior,45,53,3.1,2.8,6.1,4.7
EMP_1965,Customer Support,Individual Contributor,25,43,4.3,3.5,6.8,4.2
EMP_1966,Finance,Senior,43,17,4.9,2.4,7.2,4.9
EMP_1967,Engineering,Senior,22,56,2.6,2.9,4.3,4.0
EMP_1968,Engineering,Senior,27,77,4.9,2.3,8.4,4.4
EMP_1969,Marketing,Individual Contributor,5,32,4.7,4.4,7.7,4.1
EMP_1970,IT,Individual Contributor,16,53,3.6,2.6,6.7,4.2
EMP_1971,Operations,Individual Contributor,43,36,3.3,3.9,7.7,4.0
EMP_1972,Operations,Individual Contributor,21,55,2.7,1.9,4.1,3.7
EMP_1973,Operations,Individual Contributor,35,48,3.5,2.5,6.0,4.2
EMP_1974,Engineering,Individual Contributor,12,38,1.7,3.6,6.4,3.9
EMP_1975,Engineering,Individual Contributor,53,26,4.4,4.0,7.8,5.0
EMP_1976,IT,Individual Contributor,17,67,4.3,3.6,7.7,4.3
EMP_1977,Engineering,Lead,36,52,4.1,3.6,9.2,4.3
EMP_1978,Sales,Individual Contributor,32,53,4.1,2.3,4.6,3.1
EMP_1979,Customer Support,Individual Contributor,24,34,4.9,3.2,7.0,4.3
EMP_1980,Finance,Individual Contributor,41,58,4.1,2.6,6.9,4.8
EMP_1981,Marketing,Individual Contributor,25,28,2.7,1.1,4.3,2.9
EMP_1982,Engineering,Lead,27,50,3.6,3.2,7.4,4.2
EMP_1983,Marketing,Individual Contributor,12,42,3.1,3.0,3.8,4.0
EMP_1984,Engineering,Individual Contributor,34,30,2.3,4.7,7.1,4.1
EMP_1985,Sales,Lead,36,55,4.1,3.1,6.7,3.9
EMP_1986,IT,Lead,49,62,2.8,4.1,7.8,5.0
EMP_1987,Engineering,Individual Contributor,41,76,2.9,3.8,7.6,4.3
EMP_1988,Sales,Senior,10,75,3.1,3.9,3.2,3.2
EMP_1989,Sales,Lead,29,38,3.9,3.5,5.3,4.1
EMP_1990,Sales,Lead,26,36,4.1,3.2,5.4,4.4
EMP_1991,Engineering,Senior,15,44,2.9,4.1,8.5,4.9
EMP_1992,Operations,Individual Contributor,21,29,3.6,3.8,9.6,3.9
EMP_1993,Marketing,Individual Contributor,7,54,4.2,3.8,8.1,4.9
EMP_1994,Research,Individual Contributor,30,67,4.7,4.2,8.2,4.6
EMP_1995,Operations,Individual Contributor,27,30,4.3,2.5,5.9,4.1
EMP_1996,IT,Manager,23,60,3.2,3.3,4.8,4.8
EMP_1997,Sales,Senior,23,64,3.4,2.7,4.5,3.1
EMP_1998,Finance,Senior,34,33,3.3,3.2,5.3,3.9
EMP_1999,IT,Individual Contributor,33,66,2.5,2.4,6.5,3.6
EMP_2000,Engineering,Senior,55,21,4.3,3.0,9.2,4.6
EMP_2001,Sales,Individual Contributor,27,18,2.9,3.9,6.2,4.4
EMP_2002,Marketing,Senior,26,59,3.4,4.5,9.2,4.7
EMP_2003,Customer Support,Individual Contributor,34,42,2.8,3.6,3.6,3.8
EMP_2004,Engineering,Individual Contributor,17,32,3.3,3.5,8.0,4.9
EMP_2005,HR,Senior,33,31,4.0,3.9,7.2,4.5
EMP_2006,Engineering,Individual Contributor,28,39,4.0,3.5,8.9,4.6
EMP_2007,Engineering,Individual Contributor,19,62,3.6,2.5,6.7,4.2
EMP_2008,Sales,Senior,37,41,3.9,2.5,5.9,4.9
EMP_2009,Customer Support,Individual Contributor,30,18,3.0,3.1,5.6,3.7
EMP_2010,HR,Individual Contributor,40,42,4.1,3.7,6.0,4.5
EMP_2011,Finance,Individual Contributor,50,49,3.6,3.3,8.2,4.5
EMP_2012,Operations,Individual Contributor,21,60,4.3,2.8,6.8,4.1
EMP_2013,Marketing,Individual Contributor,13,63,3.3,3.9,5.5,4.2
EMP_2014,Operations,Senior,7,58,3.6,3.3,4.5,3.7
EMP_2015,Operations,Senior,12,38,3.7,3.5,7.1,4.3
EMP_2016,Engineering,Individual Contributor,21,41,2.6,4.1,6.8,3.8
EMP_2017,Engineering,Senior,20,70,4.0,3.4,7.2,4.5
EMP_2018,Marketing,Individual Contributor,49,47,3.1,4.1,7.3,4.2
EMP_2019,HR,Manager,44,46,2.5,4.2,5.1,4.8
EMP_2020,Marketing,Individual Contributor,56,20,3.4,4.0,7.7,4.6
EMP_2021,Customer Support,Individual Contributor,16,33,3.7,4.7,6.8,4.5
EMP_2022,Sales,Manager,29,75,3.8,3.0,6.8,4.5
EMP_2023,Engineering,Manager,35,45,2.5,3.1,6.3,4.5
EMP_2024,IT,Individual Contributor,10,69,3.7,4.3,7.9,4.3
EMP_2025,Marketing,Director,39,61,2.0,1.6,2.0,3.6
EMP_2026,Customer Support,Individual Contributor,18,34,2.6,3.7,5.5,3.3
EMP_2027,Sales,Senior,3,35,3.3,2.7,5.5,4.1
EMP_2028,Sales,Individual Contributor,23,31,3.2,3.6,7.5,4.3
EMP_2029,HR,Senior,36,45,3.2,4.5,4.8,5.0
EMP_2030,Operations,Lead,39,49,2.1,3.6,4.9,3.6
EMP_2031,Finance,Individual Contributor,23,59,3.6,2.6,4.2,4.2
EMP_2032,Sales,Lead,36,50,3.5,3.3,6.6,4.3
EMP_2033,HR,Individual Contributor,50,44,3.1,3.7,7.2,4.1
EMP_2034,Sales,Individual Contributor,16,45,3.1,3.9,5.0,4.1
EMP_2035,IT,Senior,10,38,4.4,3.5,7.1,4.4
EMP_2036,Engineering,Senior,34,53,4.9,4.5,9.2,4.8
EMP_2037,Customer Support,Manager,34,50,2.5,3.1,2.9,3.0
EMP_2038,Engineering,Individual Contributor,18,49,4.1,3.4,7.1,3.9
EMP_2039,Operations,Individual Contributor,27,24,3.7,4.7,6.2,3.6
EMP_2040,Engineering,Individual Contributor,27,67,4.0,4.0,7.4,5.0
EMP_2041,Sales,Individual Contributor,8,25,4.3,4.4,6.5,3.6
EMP_2042,Operations,Individual Contributor,6,26,2.8,4.6,7.1,4.1
EMP_2043,Research,Individual Contributor,39,52,4.1,3.7,7.3,4.8
EMP_2044,Operations,Senior,30,51,4.8,2.9,8.4,4.3
EMP_2045,IT,Individual Contributor,33,44,2.1,3.1,4.8,3.4
EMP_2046,HR,Individual Contributor,49,24,4.5,4.1,7.6,4.5
EMP_2047,Engineering,Individual Contributor,35,48,3.8,3.2,7.1,5.0
EMP_2048,Finance,Senior,23,50,3.0,3.5,6.8,4.3
EMP_2049,Legal,Senior,21,20,3.3,2.8,8.4,4.6
EMP_2050,Sales,Individual Contributor,15,54,3.5,3.3,4.8,3.7
EMP_2051,Research,Individual Contributor,49,54,3.2,3.7,8.4,4.6
EMP_2052,Customer Support,Individual Contributor,20,55,2.7,3.5,5.5,3.8
EMP_2053,Sales,Individual Contributor,18,34,3.8,2.8,6.1,3.6
EMP_2054,Operations,Lead,6,74,3.3,4.4,5.7,4.6
EMP_2055,IT,Individual Contributor,14,62,4.1,2.3,7.9,4.3
EMP_2056,IT,Lead,35,78,4.3,4.3,7.5,4.6
EMP_2057,Legal,Senior,27,43,4.1,2.3,6.8,4.5
EMP_2058,Operations,Individual Contributor,21,42,3.4,4.0,5.6,4.2
EMP_2059,Finance,Individual Contributor,12,34,3.8,3.7,6.2,3.9
EMP_2060,Operations,Lead,35,34,4.1,3.9,6.3,4.5
EMP_2061,Engineering,Individual Contributor,37,39,3.7,2.2,6.5,3.8
EMP_2062,Customer Support,Director,46,45,3.0,4.1,4.0,4.1
EMP_2063,Marketing,Senior,24,39,4.5,3.9,6.2,4.7
EMP_2064,Engineering,Senior,31,67,3.1,3.2,6.3,4.6
EMP_2065,HR,Senior,33,40,4.0,3.7,9.2,4.7
EMP_2066,Research,Senior,38,75,3.8,4.2,8.9,4.8
EMP_2067,Engineering,Individual Contributor,31,32,3.5,2.9,7.3,4.3
EMP_2068,Operations,Senior,26,32,5.0,2.4,5.4,3.9
EMP_2069,Engineering,Individual Contributor,50,69,3.8,3.9,6.7,5.0
EMP_2070,Finance,Individual Contributor,17,29,2.5,3.1,5.9,3.7
EMP_2071,Customer Support,Individual Contributor,44,28,2.7,3.3,5.5,3.9
EMP_2072,Marketing,Lead,31,52,3.0,3.4,8.4,4.2
EMP_2073,Sales,Senior,39,44,2.9,4.5,6.5,4.2
EMP_2074,Finance,Individual Contributor,19,36,4.2,3.2,8.7,4.3
EMP_2075,HR,Senior,21,24,3.5,5.0,8.2,4.6
EMP_2076,Sales,Individual Contributor,36,44,1.8,4.0,4.2,3.1
EMP_2077,Engineering,Individual Contributor,19,48,3.3,3.0,5.2,4.3
EMP_2078,IT,Individual Contributor,52,57,3.1,2.6,4.4,3.7
EMP_2079,Marketing,Individual Contributor,26,41,3.9,3.7,6.5,4.1
EMP_2080,Research,Individual Contributor,35,47,2.8,3.5,5.4,3.8
EMP_2081,Marketing,Individual Contributor,36,50,2.9,2.3,5.6,3.6
