employee_id,hire_date,termination_date,department,job_level,termination_reason
EMP0869,10/21/2023,,Sales,Individual Contributor,
EMP0870,10/13/2022,12/03/2024,HR,Senior,Involuntary
EMP0871,03/06/2021,,HR,Lead,
EMP0872,01/02/2022,02/19/2022,HR,Individual Contributor,Voluntary
EMP0873,07/09/2024,,Engineering,Individual Contributor,
EMP0874,02/04/2022,03/09/2025,Marketing,Individual Contributor,Involuntary
EMP0875,05/25/2022,10/16/2022,HR,Individual Contributor,Involuntary
EMP0876,07/10/2020,,Marketing,Manager,
EMP0877,08/22/2025,,Operations,Individual Contributor,
EMP0878,07/15/2022,,Engineering,Individual Contributor,
EMP0879,10/18/2024,,Engineering,Lead,
EMP0880,04/20/2022,06/10/2025,Customer Support,Individual Contributor,Involuntary
EMP0881,03/08/2020,04/25/2023,HR,Lead,Voluntary
EMP0882,02/07/2025,,Customer Support,Lead,
EMP0883,02/18/2021,04/03/2021,Customer Support,Individual Contributor,Involuntary
EMP0884,08/16/2021,09/30/2021,Customer Support,Individual Contributor,Involuntary
EMP0885,01/14/2025,,Customer Support,Individual Contributor,
EMP0886,03/20/2023,,Operations,Lead,
EMP0887,06/24/2024,,HR,Individual Contributor,
EMP0888,01/08/2023,02/29/2024,Engineering,Senior,Voluntary
EMP0889,08/21/2021,04/03/2022,Finance,Individual Contributor,Involuntary
EMP0890,09/07/2021,01/12/2022,Product Development,Individual Contributor,Involuntary
EMP0891,09/12/2022,,Finance,Individual Contributor,
EMP0892,10/09/2024,,Finance,Individual Contributor,
EMP0893,03/28/2023,08/22/2023,Finance,Individual Contributor,Involuntary
EMP0894,01/12/2025,,Marketing,Senior,
EMP0895,09/03/2022,,Sales,Senior,
EMP0896,11/09/2020,12/27/2020,Operations,Individual Contributor,
EMP0897,07/16/2025,,Operations,Individual Contributor,
EMP0898,05/15/2022,01/01/2025,Finance,Senior,Involuntary
EMP0899,07/17/2021,,Customer Support,Manager,
EMP0900,05/12/2021,,Operations,Individual Contributor,
EMP0901,02/25/2021,,Engineering,Senior,
EMP0902,08/18/2021,10/03/2021,Finance,Individual Contributor,
EMP0903,09/03/2024,,Marketing,Individual Contributor,
EMP0904,01/06/2025,05/18/2025,Engineering,Individual Contributor,Voluntary
EMP0905,11/02/2025,,Marketing,Lead,
EMP0906,11/11/2021,,Operations,Individual Contributor,
EMP0907,01/28/2024,,Engineering,Manager,
EMP0908,06/26/2023,,Engineering,Manager,
EMP0909,08/27/2023,,Customer Support,Senior,
EMP0910,02/10/2022,,Finance,Individual Contributor,
EMP0911,08/04/2025,,HR,Individual Contributor,
EMP0912,01/04/2023,02/28/2023,Sales,Lead,Voluntary
EMP0913,01/13/2021,05/25/2021,HR,Individual Contributor,Voluntary
EMP0914,12/10/2020,04/10/2022,Operations,Individual Contributor,Voluntary
EMP0915,02/01/2020,06/26/2020,Product Development,Individual Contributor,Layoff
EMP0916,01/07/2021,02/12/2021,Finance,Lead,
EMP0917,01/21/2020,03/11/2022,Sales,Lead,Voluntary
EMP0918,02/15/2020,09/28/2022,Customer Support,Senior,Voluntary
EMP0919,09/19/2023,,Marketing,Senior,
EMP0920,10/16/2020,05/20/2021,HR,Senior,Layoff
EMP0921,09/05/2022,10/25/2022,Customer Support,Individual Contributor,Involuntary
EMP0922,10/21/2020,06/06/2025,Engineering,Manager,Involuntary
EMP0923,07/12/2020,11/15/2021,Sales,Individual Contributor,Layoff
EMP0924,09/22/2020,05/06/2021,Product Development,Lead,Layoff
EMP0925,11/20/2023,,HR,Lead,
EMP0926,08/08/2022,,Finance,Manager,
EMP0927,04/01/2021,08/16/2022,Operations,Individual Contributor,Involuntary
EMP0928,01/23/2023,06/07/2023,Finance,Individual Contributor,Involuntary
EMP0929,05/26/2021,01/21/2024,Operations,Senior,Voluntary
EMP0930,06/03/2024,08/01/2024,Finance,Senior,Voluntary
EMP0931,03/06/2023,,Operations,Individual Contributor,
EMP0932,05/19/2023,,Operations,Senior,
EMP0933,09/07/2023,10/29/2023,Marketing,Individual Contributor,Voluntary
EMP0934,09/18/2022,07/25/2023,Operations,Individual Contributor,Voluntary
EMP0935,07/21/2023,,Engineering,Individual Contributor,
EMP0936,07/18/2021,12/14/2023,Sales,Senior,Voluntary
EMP0937,11/02/2021,03/06/2022,Sales,Manager,Voluntary
EMP0938,02/14/2022,03/19/2022,Marketing,Individual Contributor,Involuntary
EMP0939,04/28/2024,,Engineering,Manager,
EMP0940,08/11/2022,06/25/2024,Marketing,Individual Contributor,Voluntary
EMP0941,12/08/2023,,Customer Support,Individual Contributor,
EMP0942,03/17/2022,,Operations,Individual Contributor,
EMP0943,01/04/2022,,Engineering,Individual Contributor,
EMP0944,08/07/2023,,Marketing,Manager,
EMP0945,09/21/2021,,Sales,Senior,
EMP0946,10/05/2024,11/26/2024,Marketing,Individual Contributor,Involuntary
EMP0947,07/03/2022,03/03/2023,Product Development,Individual Contributor,Voluntary
EMP0948,09/04/2020,,Engineering,Director,
EMP0949,07/17/2023,,Finance,Manager,
EMP0950,08/25/2023,,Finance,Individual Contributor,
EMP0951,08/04/2024,,Engineering,Individual Contributor,
EMP0952,01/02/2021,,Sales,Individual Contributor,
EMP0953,02/19/2024,,Engineering,Senior,
EMP0954,01/12/2020,08/26/2023,Finance,Individual Contributor,Involuntary
EMP0955,09/10/2022,10/21/2022,Customer Support,Individual Contributor,Involuntary
EMP0956,05/24/2021,10/23/2021,Marketing,Individual Contributor,Voluntary
EMP0957,06/26/2021,01/29/2023,Marketing,Senior,Voluntary
EMP0958,04/17/2024,,Operations,Senior,
EMP0959,10/11/2021,12/07/2021,Finance,Manager,Involuntary
EMP0960,01/03/2020,02/26/2021,Customer Support,Individual Contributor,
EMP0961,02/08/2024,07/01/2024,Customer Support,Senior,Voluntary
EMP0962,03/01/2022,,Operations,Manager,
EMP0963,01/07/2024,09/02/2024,Sales,Individual Contributor,Voluntary
EMP0964,02/04/2020,06/20/2020,Product Development,Senior,Layoff
EMP0965,10/26/2022,06/11/2024,Operations,Individual Contributor,Layoff
EMP0966,03/23/2020,04/25/2020,Product Development,Individual Contributor,
EMP0967,02/20/2024,,Operations,Senior,
EMP0968,07/12/2021,03/12/2022,Customer Support,Individual Contributor,Voluntary
EMP0969,07/03/2025,,Sales,Director,
EMP0970,08/02/2022,03/02/2023,Product Development,Individual Contributor,Voluntary
EMP0971,07/11/2022,02/12/2023,Finance,Individual Contributor,Voluntary
EMP0972,10/03/2020,11/22/2020,Product Development,Director,
EMP0973,07/01/2023,08/02/2023,Customer Support,Individual Contributor,Voluntary
EMP0974,05/04/2022,09/24/2024,Operations,Individual Contributor,Involuntary
EMP0975,01/04/2023,02/14/2025,Finance,Senior,Voluntary
EMP0976,08/27/2023,10/13/2023,Marketing,Individual Contributor,Voluntary
EMP0977,03/08/2021,10/28/2021,Product Development,Individual Contributor,
EMP0978,12/28/2021,05/09/2022,Sales,Lead,Involuntary
EMP0979,05/17/2021,06/30/2021,Marketing,Individual Contributor,Involuntary
EMP0980,06/26/2021,,Customer Support,Senior,
EMP0981,09/04/2021,10/23/2021,Operations,Senior,Voluntary
EMP0982,02/08/2023,10/03/2023,Operations,Lead,Layoff
EMP0983,01/07/2022,08/12/2024,Operations,Manager,Voluntary
EMP0984,12/20/2022,04/27/2023,Operations,Individual Contributor,Involuntary
EMP0985,11/25/2023,,Finance,Senior,
EMP0986,12/03/2022,07/25/2023,Operations,Manager,Voluntary
EMP0987,02/09/2020,10/05/2020,Sales,Individual Contributor,
EMP0988,07/02/2021,05/10/2022,Sales,Individual Contributor,Voluntary
EMP0989,07/07/2022,08/30/2022,Marketing,Director,Involuntary
EMP0990,08/19/2022,,Finance,Individual Contributor,
EMP0991,09/23/2023,,Customer Support,Individual Contributor,
EMP0992,07/24/2023,,HR,Individual Contributor,
EMP0993,10/20/2021,09/02/2023,Marketing,Lead,Voluntary
EMP0994,08/02/2020,09/06/2020,Finance,Individual Contributor,Involuntary
EMP0995,07/12/2023,08/28/2023,Finance,Lead,Voluntary
EMP0996,04/04/2021,02/23/2022,Finance,Lead,Voluntary
EMP0997,01/27/2021,03/19/2021,Finance,Senior,
EMP0998,09/04/2021,10/14/2021,Finance,Lead,Voluntary
EMP0999,12/07/2020,05/04/2021,Operations,Manager,Involuntary
EMP1000,01/09/2020,08/19/2022,Finance,Individual Contributor,Voluntary
EMP1001,07/21/2022,03/20/2023,Product Development,Senior,Voluntary
EMP1002,06/24/2021,,Sales,Individual Contributor,
EMP1003,07/10/2022,12/01/2023,Product Development,Individual Contributor,Voluntary
EMP1004,01/11/2021,02/18/2024,Operations,Senior,Voluntary
EMP1005,01/28/2021,,Marketing,Individual Contributor,
EMP1006,05/10/2023,09/24/2023,HR,Individual Contributor,Involuntary
EMP1007,01/24/2025,,Operations,Lead,
EMP1008,06/01/2021,,Customer Support,Director,
EMP1009,02/01/2023,03/22/2025,Marketing,Individual Contributor,Voluntary
EMP1010,10/10/2023,,Finance,Individual Contributor,
EMP1011,01/07/2021,05/22/2021,Sales,Senior,Voluntary
EMP1012,06/08/2022,10/12/2024,Marketing,Manager,Voluntary
EMP1013,05/05/2021,06/17/2023,Sales,Senior,Voluntary
EMP1014,07/26/2021,09/19/2023,Finance,Individual Contributor,Voluntary
EMP1015,06/08/2022,,Engineering,Individual Contributor,
EMP1016,02/24/2023,03/30/2023,Sales,Individual Contributor,Involuntary
EMP1017,03/21/2023,,Engineering,Lead,
EMP1018,01/10/2022,,Customer Support,Senior,
EMP1019,03/10/2025,,Operations,Individual Contributor,
EMP1020,02/21/2020,07/12/2024,Engineering,Manager,Voluntary
EMP1021,01/23/2022,06/06/2022,Product Development,Individual Contributor,Involuntary
EMP1022,07/08/2020,,Customer Support,Individual Contributor,
EMP1023,11/11/2020,12/18/2023,Operations,Lead,Voluntary
EMP1024,10/21/2021,02/22/2024,Engineering,Senior,Voluntary
EMP1025,09/28/2021,05/11/2024,Engineering,Senior,Voluntary
EMP1026,07/15/2021,09/02/2021,Product Development,Individual Contributor,Involuntary
EMP1027,10/04/2023,08/05/2024,Sales,Lead,Voluntary
EMP1028,05/25/2025,,Finance,Individual Contributor,
EMP1029,05/28/2022,07/17/2023,Finance,Individual Contributor,Layoff
EMP1030,04/18/2022,09/10/2024,Engineering,Lead,Voluntary
EMP1031,09/27/2022,11/25/2022,Sales,Senior,Voluntary
EMP1032,02/05/2021,03/12/2025,Customer Support,Individual Contributor,Voluntary
EMP1033,03/24/2020,,Marketing,Individual Contributor,
EMP1034,04/05/2024,,Engineering,Manager,
EMP1035,10/15/2022,,Marketing,Individual Contributor,
EMP1036,08/13/2022,01/04/2023,Marketing,Individual Contributor,Involuntary
EMP1037,03/05/2021,01/27/2022,HR,Individual Contributor,Voluntary
EMP1038,07/22/2023,,Marketing,Individual Contributor,
EMP1039,08/05/2023,12/18/2023,Sales,Senior,Voluntary
EMP1040,06/09/2021,11/01/2021,Marketing,Individual Contributor,
EMP1041,07/22/2020,03/18/2023,Customer Support,Senior,Voluntary
EMP1042,07/24/2022,,Operations,Manager,
EMP1043,01/20/2022,03/12/2024,Sales,Individual Contributor,Voluntary
EMP1044,07/20/2021,,Engineering,Individual Contributor,
EMP1045,06/18/2021,01/27/2022,Customer Support,Lead,Voluntary
EMP1046,08/11/2022,01/09/2025,Engineering,Individual Contributor,Involuntary
EMP1047,03/03/2023,,Marketing,Director,
EMP1048,08/04/2022,,Marketing,Individual Contributor,
EMP1049,02/10/2021,07/01/2021,Sales,Lead,
EMP1050,01/12/2022,05/15/2022,HR,Manager,Involuntary
EMP1051,09/18/2024,,Marketing,Senior,
EMP1052,12/02/2023,,Operations,Senior,
EMP1053,04/14/2023,08/27/2023,Customer Support,Individual Contributor,Voluntary
EMP1054,02/20/2020,,Operations,Individual Contributor,
EMP1055,11/23/2021,04/13/2022,Customer Support,Senior,Voluntary
EMP1056,01/19/2020,,Marketing,Individual Contributor,
EMP1057,03/17/2022,,Finance,Senior,
EMP1058,11/19/2020,,Sales,Senior,
EMP1059,09/06/2020,,Customer Support,Manager,
EMP1060,03/16/2022,07/25/2023,Sales,Director,Involuntary
EMP1061,06/23/2023,,Customer Support,Individual Contributor,
EMP1062,10/12/2020,,Operations,Individual Contributor,
EMP1063,06/27/2022,11/23/2023,Operations,Senior,Voluntary
EMP1064,11/25/2022,03/30/2023,HR,Individual Contributor,Voluntary
EMP1065,03/13/2022,11/02/2022,HR,Individual Contributor,Voluntary
EMP1066,12/10/2023,01/14/2025,Engineering,Senior,Voluntary
EMP1067,07/14/2022,09/07/2024,Operations,Lead,Voluntary
EMP1068,01/08/2022,05/30/2022,HR,Manager,Voluntary
EMP1069,09/14/2021,01/16/2022,Sales,Individual Contributor,Involuntary
EMP1070,10/13/2023,,Operations,Director,
EMP1071,02/08/2025,,Marketing,Lead,
EMP1072,12/25/2021,,Customer Support,Individual Contributor,
EMP1073,01/07/2022,,HR,Individual Contributor,
EMP1074,07/26/2025,,Marketing,Senior,
EMP1075,01/04/2021,,Engineering,Lead,
EMP1076,03/19/2024,,Engineering,Director,
EMP1077,05/28/2023,,Finance,Senior,
EMP1078,03/22/2021,05/10/2022,Customer Support,Manager,Voluntary
EMP1079,09/24/2020,,Engineering,Senior,
EMP1080,11/13/2025,,Marketing,Manager,
EMP1081,12/01/2020,,Sales,Senior,
EMP1082,01/21/2022,11/30/2022,Finance,Senior,Voluntary
EMP1083,08/25/2023,,Operations,Senior,
EMP1084,11/05/2024,,Operations,Director,
EMP1085,03/06/2022,04/17/2022,Finance,Senior,Involuntary
EMP1086,06/03/2025,,Marketing,Individual Contributor,
EMP1087,09/01/2020,04/18/2023,Product Development,Individual Contributor,Voluntary
EMP1088,09/16/2024,,Engineering,Individual Contributor,
EMP1089,03/24/2021,08/15/2021,HR,Individual Contributor,Involuntary
EMP1090,08/08/2020,04/06/2022,Sales,Individual Contributor,Voluntary
EMP1091,08/16/2022,04/04/2025,Sales,Individual Contributor,Voluntary
EMP1092,07/03/2023,,Customer Support,Lead,
EMP1093,07/04/2021,09/02/2021,Finance,Individual Contributor,Voluntary
EMP1094,09/13/2022,11/07/2024,Sales,Director,Involuntary
EMP1095,01/25/2021,03/17/2023,Finance,Senior,Involuntary
EMP1096,03/26/2020,04/27/2020,Sales,Senior,Layoff
EMP1097,04/25/2023,,Marketing,Senior,
EMP1098,05/26/2024,,Engineering,Lead,
EMP1099,03/08/2020,04/20/2025,Finance,Individual Contributor,Voluntary
EMP1100,09/09/2022,,HR,Manager,
EMP1101,08/21/2024,,Sales,Manager,
EMP1102,07/17/2023,11/26/2023,HR,Director,Involuntary
EMP1103,06/26/2021,02/19/2024,Finance,Lead,Voluntary
EMP1104,03/05/2021,,Sales,Lead,
EMP1105,04/08/2021,02/15/2024,HR,Senior,Voluntary
EMP1106,09/21/2020,08/14/2023,HR,Individual Contributor,Involuntary
EMP1107,01/18/2023,09/16/2023,Customer Support,Individual Contributor,Voluntary
EMP1108,05/18/2024,,Engineering,Lead,
EMP1109,08/24/2024,03/25/2025,Operations,Manager,Voluntary
EMP1110,04/12/2023,,HR,Individual Contributor,
EMP1111,03/06/2022,07/24/2023,HR,Individual Contributor,Voluntary
EMP1112,12/05/2025,,Sales,Individual Contributor,
EMP1113,10/18/2023,11/23/2023,Product Development,Individual Contributor,Involuntary
EMP1114,10/20/2023,,Customer Support,Manager,
EMP1115,02/28/2020,07/21/2020,Product Development,Individual Contributor,Involuntary
EMP1116,05/07/2022,,Operations,Individual Contributor,
EMP1117,02/18/2020,06/23/2021,HR,Lead,Voluntary
EMP1118,01/06/2021,08/24/2021,Finance,Individual Contributor,
EMP1119,06/01/2022,07/21/2022,Marketing,Individual Contributor,Voluntary
EMP1120,03/19/2024,08/15/2024,Finance,Lead,Voluntary
EMP1121,01/22/2022,03/10/2022,Marketing,Manager,Voluntary
EMP1122,09/26/2024,02/06/2025,Customer Support,Individual Contributor,Voluntary
EMP1123,11/15/2020,,Sales,Senior,
EMP1124,04/23/2023,06/02/2023,Customer Support,Individual Contributor,Involuntary
EMP1125,06/27/2023,01/31/2024,Finance,Individual Contributor,Voluntary
EMP1126,03/12/2020,08/08/2020,Finance,Individual Contributor,Voluntary
EMP1127,01/07/2023,03/08/2025,Marketing,Senior,Voluntary
EMP1128,04/05/2023,05/24/2023,Marketing,Lead,Involuntary
EMP1129,06/02/2022,,Engineering,Individual Contributor,
EMP1130,10/13/2020,,Finance,Manager,
EMP1131,04/12/2022,02/27/2023,Product Development,Individual Contributor,Voluntary
EMP1132,07/28/2021,06/19/2022,Finance,Individual Contributor,Layoff
EMP1133,06/05/2023,10/16/2023,Customer Support,Individual Contributor,Voluntary
EMP1134,03/01/2024,,Engineering,Manager,
EMP1135,03/18/2021,,Marketing,Individual Contributor,
EMP1136,07/09/2020,08/22/2020,Finance,Individual Contributor,
EMP1137,09/03/2020,01/04/2024,Operations,Individual Contributor,Involuntary
EMP1138,09/23/2020,,Customer Support,Individual Contributor,
EMP1139,02/20/2022,03/22/2022,Product Development,Senior,Voluntary
EMP1140,03/24/2021,05/20/2022,HR,Individual Contributor,Voluntary
EMP1141,06/22/2022,01/22/2023,Marketing,Individual Contributor,Voluntary
EMP1142,06/12/2025,,Operations,Senior,
EMP1143,03/22/2020,05/08/2020,Operations,Individual Contributor,
EMP1144,03/27/2022,02/06/2023,Product Development,Director,Voluntary
EMP1145,09/05/2021,04/05/2023,Operations,Senior,Voluntary
EMP1146,01/09/2020,08/25/2021,Customer Support,Individual Contributor,Voluntary
EMP1147,01/28/2020,06/19/2020,Sales,Individual Contributor,Layoff
EMP1148,08/25/2021,10/01/2023,Product Development,Manager,Layoff
EMP1149,12/21/2023,05/20/2024,Sales,Lead,Voluntary
EMP1150,06/11/2021,01/22/2022,Sales,Individual Contributor,Voluntary
EMP1151,08/18/2023,,Marketing,Lead,
EMP1152,08/16/2020,09/21/2022,Marketing,Individual Contributor,Voluntary
EMP1153,01/18/2021,12/14/2021,Marketing,Senior,Involuntary
EMP1154,04/13/2024,,Operations,Individual Contributor,
EMP1155,07/11/2020,09/03/2020,Product Development,Individual Contributor,Voluntary
EMP1156,03/28/2021,10/28/2024,Sales,Senior,Involuntary
EMP1157,01/04/2023,02/23/2023,Sales,Manager,Voluntary
EMP1158,04/13/2023,11/26/2023,Customer Support,Senior,Voluntary
EMP1159,10/26/2020,,Sales,Director,
EMP1160,02/28/2021,04/20/2022,Sales,Individual Contributor,Layoff
EMP1161,08/12/2023,,HR,Individual Contributor,
EMP1162,03/11/2022,10/23/2023,HR,Director,Voluntary
EMP1163,04/05/2023,08/08/2023,Customer Support,Senior,Voluntary
EMP1164,03/17/2023,,Marketing,Lead,
EMP1165,06/11/2022,01/25/2023,Product Development,Senior,Layoff
EMP1166,03/26/2020,11/14/2021,Finance,Lead,
EMP1167,06/11/2022,07/15/2022,Finance,Individual Contributor,Involuntary
EMP1168,09/09/2024,,Operations,Lead,
EMP1169,12/04/2020,07/29/2023,HR,Individual Contributor,Voluntary
EMP1170,09/14/2021,07/31/2024,Sales,Manager,Voluntary
EMP1171,01/19/2020,,Customer Support,Manager,
EMP1172,05/03/2024,06/06/2024,Engineering,Senior,Voluntary
EMP1173,05/03/2022,,Marketing,Manager,
EMP1174,10/26/2020,,HR,Individual Contributor,
EMP1175,04/01/2021,02/17/2022,Product Development,Lead,Voluntary
EMP1176,01/16/2022,12/15/2024,HR,Lead,Voluntary
EMP1177,09/21/2021,11/10/2023,Operations,Individual Contributor,Voluntary
EMP1178,07/01/2025,,HR,Individual Contributor,
EMP1179,04/20/2022,06/12/2025,Sales,Senior,Voluntary
EMP1180,01/09/2020,12/03/2020,Marketing,Director,Layoff
EMP1181,10/11/2023,,Sales,Individual Contributor,
EMP1182,07/05/2023,08/28/2023,Sales,Manager,Involuntary
EMP1183,09/08/2021,10/23/2021,Customer Support,Individual Contributor,Voluntary
EMP1184,07/20/2020,12/01/2020,Sales,Individual Contributor,
EMP1185,07/21/2023,11/27/2023,HR,Senior,Voluntary
EMP1186,02/23/2023,07/08/2023,Marketing,Director,Voluntary
EMP1187,07/13/2025,,Engineering,Individual Contributor,
EMP1188,09/28/2021,11/07/2023,Marketing,Senior,Voluntary
EMP1189,05/10/2021,,Operations,Individual Contributor,
EMP1190,04/23/2025,,Finance,Senior,
EMP1191,10/03/2021,11/30/2021,Operations,Senior,Voluntary
EMP1192,02/28/2023,06/29/2023,Product Development,Individual Contributor,Involuntary
EMP1193,11/25/2025,,Sales,Individual Contributor,
EMP1194,02/28/2021,10/06/2021,Finance,Individual Contributor,Voluntary
EMP1195,06/07/2021,10/07/2021,Marketing,Individual Contributor,Involuntary
EMP1196,01/17/2025,,Marketing,Individual Contributor,
EMP1197,07/18/2020,09/08/2021,Finance,Individual Contributor,Voluntary
EMP1198,06/03/2022,10/03/2023,Customer Support,Individual Contributor,Voluntary
EMP1199,11/15/2021,,Operations,Individual Contributor,
EMP1200,06/24/2022,08/07/2022,Product Development,Lead,Voluntary
EMP1201,12/07/2020,10/24/2023,Finance,Individual Contributor,Voluntary
EMP1202,10/19/2025,,Operations,Individual Contributor,
EMP1203,01/04/2022,02/20/2025,Marketing,Senior,Voluntary
EMP1204,07/16/2025,,Engineering,Lead,
EMP1205,08/20/2023,01/14/2024,HR,Individual Contributor,Involuntary
EMP1206,07/13/2021,,Operations,Individual Contributor,
EMP1207,04/22/2021,,Sales,Individual Contributor,
EMP1208,05/16/2022,07/01/2022,HR,Senior,Voluntary
EMP1209,10/04/2022,02/21/2023,Finance,Individual Contributor,Involuntary
EMP1210,10/26/2022,12/05/2022,Sales,Individual Contributor,Voluntary
EMP1211,03/22/2024,,Customer Support,Lead,
EMP1212,08/14/2023,09/20/2023,Customer Support,Individual Contributor,Involuntary
EMP1213,01/14/2025,,Sales,Senior,
EMP1214,06/26/2022,08/05/2024,Engineering,Individual Contributor,Layoff
EMP1215,04/25/2021,03/03/2024,Marketing,Individual Contributor,Involuntary
EMP1216,09/10/2022,,HR,Senior,
EMP1217,08/23/2022,04/18/2023,HR,Individual Contributor,Layoff
EMP1218,07/13/2022,,Marketing,Manager,
EMP1219,05/01/2022,,Engineering,Director,
EMP1220,11/16/2023,06/22/2024,Finance,Individual Contributor,Voluntary
EMP1221,01/11/2023,09/07/2024,HR,Individual Contributor,Voluntary
EMP1222,05/20/2021,,HR,Individual Contributor,
EMP1223,10/16/2023,,Operations,Senior,
EMP1224,02/07/2022,12/24/2023,Sales,Individual Contributor,Voluntary
EMP1225,05/25/2021,07/01/2021,Sales,Individual Contributor,Voluntary
EMP1226,09/01/2020,10/01/2023,Customer Support,Senior,Voluntary
EMP1227,07/28/2020,12/08/2020,Customer Support,Lead,Voluntary
EMP1228,01/20/2022,03/17/2022,Customer Support,Individual Contributor,Involuntary
EMP1229,09/01/2021,,Sales,Individual Contributor,
EMP1230,08/18/2024,,Marketing,Individual Contributor,
EMP1231,12/16/2025,,Operations,Manager,
EMP1232,06/05/2024,,Customer Support,Senior,
EMP1233,10/15/2022,,Finance,Lead,
EMP1234,10/17/2021,05/18/2022,Product Development,Senior,Voluntary
EMP1235,09/23/2023,,Customer Support,Senior,
EMP1236,06/28/2022,11/18/2023,Product Development,Senior,Involuntary
EMP1237,01/11/2022,06/03/2024,Sales,Lead,Voluntary
EMP1238,08/24/2024,01/10/2025,Engineering,Individual Contributor,Involuntary
EMP1239,08/10/2021,06/13/2022,Product Development,Senior,Involuntary
EMP1240,06/01/2021,07/03/2022,Operations,Senior,Voluntary
EMP1241,08/11/2022,,Sales,Individual Contributor,
EMP1242,09/01/2023,01/01/2024,Customer Support,Manager,Voluntary
EMP1243,01/23/2022,,Customer Support,Individual Contributor,
EMP1244,06/21/2022,11/16/2023,Sales,Individual Contributor,Involuntary
EMP1245,07/28/2021,06/13/2022,Marketing,Senior,Voluntary
EMP1246,05/05/2024,10/04/2024,Finance,Senior,Voluntary
EMP1247,07/17/2022,,Marketing,Lead,
EMP1248,12/17/2023,04/24/2024,Sales,Lead,Involuntary
EMP1249,02/06/2024,,Sales,Senior,
EMP1250,04/08/2021,,Marketing,Individual Contributor,
EMP1251,07/26/2021,08/27/2021,Customer Support,Individual Contributor,Involuntary
EMP1252,02/28/2020,,Finance,Lead,
EMP1253,03/04/2021,07/22/2023,Marketing,Senior,Voluntary
EMP1254,12/03/2025,,Engineering,Director,
EMP1255,12/21/2023,,HR,Lead,
EMP1256,04/20/2025,05/25/2025,Finance,Individual Contributor,Involuntary
EMP1257,11/27/2022,10/01/2023,Operations,Lead,Layoff
EMP1258,02/14/2021,09/23/2021,HR,Senior,Involuntary
EMP1259,06/28/2021,08/26/2023,Sales,Senior,Layoff
EMP1260,08/22/2021,01/19/2025,Engineering,Individual Contributor,Voluntary
EMP1261,02/11/2022,12/24/2022,Marketing,Senior,Involuntary
EMP1262,01/19/2023,,Operations,Lead,
EMP1263,08/12/2020,03/15/2021,Marketing,Individual Contributor,Voluntary
EMP1264,12/19/2021,04/24/2022,Operations,Senior,Involuntary
EMP1265,09/01/2021,,Operations,Individual Contributor,
EMP1266,10/05/2023,,Operations,Senior,
EMP1267,03/08/2021,,Engineering,Individual Contributor,
EMP1268,03/07/2021,04/16/2021,Finance,Senior,
EMP1269,07/06/2020,11/09/2022,Product Development,Individual Contributor,Voluntary
EMP1270,07/09/2025,,Finance,Individual Contributor,
EMP1271,09/28/2020,07/29/2022,Operations,Director,Layoff
EMP1272,02/24/2020,10/03/2021,Finance,Senior,
EMP1273,04/23/2023,06/03/2025,Customer Support,Senior,Voluntary
EMP1274,04/28/2024,,Sales,Individual Contributor,
EMP1275,02/28/2020,04/04/2020,Marketing,Senior,Layoff
EMP1276,08/13/2023,04/02/2024,Finance,Manager,Layoff
EMP1277,04/14/2023,,Customer Support,Lead,
EMP1278,01/08/2022,08/21/2023,Marketing,Individual Contributor,Voluntary
EMP1279,12/06/2021,01/17/2022,Sales,Senior,Voluntary
EMP1280,02/05/2021,07/02/2022,Customer Support,Lead,Voluntary
EMP1281,03/02/2022,,Engineering,Individual Contributor,
EMP1282,03/04/2021,07/22/2023,Customer Support,Lead,Layoff
EMP1283,02/25/2021,07/06/2022,Marketing,Individual Contributor,Voluntary
EMP1284,07/19/2020,11/19/2020,Product Development,Lead,
EMP1285,12/10/2021,01/25/2022,Product Development,Individual Contributor,Involuntary
EMP1286,08/07/2023,,Customer Support,Director,
EMP1287,05/04/2022,,Marketing,Senior,
EMP1288,05/23/2021,09/25/2023,Sales,Lead,Voluntary
EMP1289,03/05/2023,,Customer Support,Individual Contributor,
EMP1290,01/19/2022,06/03/2024,Marketing,Individual Contributor,Layoff
EMP1291,07/03/2022,08/11/2022,Marketing,Senior,Involuntary
EMP1292,08/10/2021,12/31/2023,Product Development,Individual Contributor,Voluntary
EMP1293,07/05/2022,12/02/2022,Operations,Senior,Voluntary
EMP1294,08/20/2020,07/14/2021,Customer Support,Individual Contributor,Voluntary
EMP1295,08/15/2022,09/18/2022,Product Development,Individual Contributor,Voluntary
EMP1296,06/18/2021,08/12/2024,Sales,Individual Contributor,Voluntary
EMP1297,12/09/2023,01/30/2025,Sales,Individual Contributor,Voluntary
EMP1298,02/07/2020,10/01/2021,Customer Support,Manager,Voluntary
EMP1299,07/14/2021,11/29/2021,Product Development,Individual Contributor,Involuntary
EMP1300,03/24/2022,,Sales,Senior,
EMP1301,05/23/2022,07/08/2022,Sales,Individual Contributor,Voluntary
EMP1302,04/16/2023,,Operations,Manager,
EMP1303,09/04/2020,07/16/2021,HR,Individual Contributor,Voluntary
EMP1304,07/27/2023,06/09/2024,Finance,Senior,Voluntary
EMP1305,03/03/2021,04/21/2024,Customer Support,Individual Contributor,Involuntary
EMP1306,02/12/2020,06/23/2021,Operations,Senior,Layoff
